40528,27882
39890,28645
36614,30584
38449,29193
35755,33085
37029,33703
38741,28997
38031,28817
38001,30202
38552,29846
38896,27380
37737,30482
37480,30059
37628,30366
39287,29131
37882,30025
39286,30376
40094,28783
41349,28409
40984,28129
41147,26518
40781,30569
40932,26700
40791,30367
41165,27490
40979,31399
39539,27149
40557,29522
40668,25614
40692,27824
