41715,26205
41612,30293
41356,27988
40756,27739
40974,30972
41560,27792
40812,31938
41798,28146
41468,29512
41232,27786
41389,30476
41132,29853
41384,28486
41586,28691
41611,29203
41540,26834
41479,30063
41331,28594
41258,27738
41288,30005
41515,25115
41459,26171
41094,28736
41833,25692
41302,29752
41583,27874
41704,28253
41308,25717
41716,27358
41473,28116
